date|state|office|district|candidate|party|votes
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|8|Kevin Brady|Republican|125066
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|8|Ken Petty|Libertarian|14947
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|9|Al Green|Democrat|78109
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|9|Johnny Johnson|Libertarian|7894
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|10|Michael T. McCaul|Republican|109726
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|10|Tawana Walter-Cadien|Democrat|60243
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|10|Bill Kelsey|Libertarian|6491
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|11|K. Michael Conaway|Republican|107939
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|11|Ryan T. Lange|Libertarian|11635
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|12|Kay Granger|Republican|113186
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|12|Mark Greene|Democrat|41757
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|12|Ed Colliver|Libertarian|3787
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|13|Mac Thornberry|Republican|110842
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|13|Mike Minter|Democrat|16822
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|13|Emily Pivoda|Libertarian|2863
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|13|Don Cook|Green|924
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|14|Randy K. Weber, Sr.|Republican|90116
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|14|Donald G. Brown|Democrat|52545
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|14|John Wieder|Libertarian|3037
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|15|Eddie Zamora|Republican|39016
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|15|Rubén Hinojosa|Democrat|48708
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|15|Johnny Partain|Libertarian|2460
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|16|Corey Roen|Republican|21324
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|16|Beto O’Rourke|Democrat|49338
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|16|Jaime O. Perez|Libertarian|2443
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|17|Bill Flores|Republican|85807
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|17|Nick Haynes|Democrat|43049
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|17|Shawn Michael Hamilton|Libertarian|4009
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|18|Sean Seibert|Republican|26249
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|18|Sheila Jackson Lee|Democrat|76097
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|18|Vince Duncan|Independent|2362
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|18|Remington Alessi|Green|1302
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|19|Randy Neugebauer|Republican|90160
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|19|Neal Marchbanks|Democrat|21458
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|19|Richard “Chip” Peterson|Libertarian|5146
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|19|Donald L. Vance|Write-in|54
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|20|Joaquin Castro|Democrat|66554
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|20|Jeffrey C. Blunt|Libertarian|21410
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|21|Lamar Smith|Republican|135660
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|21|Antonio Diaz|Green|27831
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|21|Ryan Shields|Libertarian|25505
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|22|Pete Olson|Republican|100861
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|22|Frank Briscoe|Democrat|47844
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|22|Rob Lapham|Libertarian|2861
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|23|Will Hurd|Republican|57459
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|23|Pete P. Gallego|Democrat|55037
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|23|Ruben Corvalan|Libertarian|2933
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|24|Kenny Marchant|Republican|93712
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|24|Patrick McGehearty|Democrat|46548
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|24|Mike Kolls|Libertarian|3813
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|25|Roger Williams|Republican|107120
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|25|Marco Montoya|Democrat|64463
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|25|John Betz|Libertarian|6300
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|26|Michael C. Burgess|Republican|116944
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|26|Mark Boler|Libertarian|24526
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|27|Blake Farenthold|Republican|83342
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|27|Wesley Reed|Democrat|44152
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|27|Roxanne Simonson|Libertarian|3553
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|28|Henry Cuellar|Democrat|62508
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|28|William Aikens|Libertarian|10153
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|28|Michael D. Cary|Green|3475
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|29|Gene Green|Democrat|41321
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|29|James Stanczak|Libertarian|4822
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|30|Eddie Bernice Johnson|Democrat|93041
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|30|Max W. Koch III|Libertarian|7154
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|30|Eric LeMonte Williams|Independent|5598
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|31|John R. Carter|Republican|91607
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|31|Louie Minor|Democrat|45715
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|31|Scott J. Ballard|Libertarian|5706
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|32|Pete Sessions|Republican|96495
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|32|Frank Perez|Democrat|55325
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|32|Ed Rankin|Libertarian|4276
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|33|Marc A. Veasey|Democrat|43769
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|33|Jason Reeves|Libertarian|6823
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|34|Larry S. Smith|Republican|30811
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|34|Filemon Vela|Democrat|47503
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|34|Ryan Rowley|Libertarian|1563
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|35|Susan Narvaiz|Republican|32040
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|35|Lloyd Doggett|Democrat|60124
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|35|Cory W. Bruner|Libertarian|2767
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|35|Kat Swift|Green|1294
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|36|Brian Babin|Republican|101663
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|36|Michael K. Cole|Democrat|29543
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|36|Rodney Veach|Libertarian|1951
11/4/2014|TEXAS|FOR UNITED STATES REPRESENTATIVE|36|Hal J. Ridley, Jr.|Green|685
11/4/2014|UTAH|FOR UNITED STATES REPRESENTATIVE|1|Rob Bishop|Republican|84231
11/4/2014|UTAH|FOR UNITED STATES REPRESENTATIVE|1|Donna McAleer|Democrat|36422
11/4/2014|UTAH|FOR UNITED STATES REPRESENTATIVE|1|Craig Bowden|Libertarian|4847
11/4/2014|UTAH|FOR UNITED STATES REPRESENTATIVE|1|Dwayne A. Vance|Independent American|4534
11/4/2014|UTAH|FOR UNITED STATES REPRESENTATIVE|2|Chris Stewart|Republican|88915
11/4/2014|UTAH|FOR UNITED STATES REPRESENTATIVE|2|Luz Robles|Democrat|47585
11/4/2014|UTAH|FOR UNITED STATES REPRESENTATIVE|2|Shaun McCausland|Constitution|4509
11/4/2014|UTAH|FOR UNITED STATES REPRESENTATIVE|2|Wayne L. Hill|Independent American|3328
11/4/2014|UTAH|FOR UNITED STATES REPRESENTATIVE|2|Bill Barron|Unaffiliated|1734
11/4/2014|UTAH|FOR UNITED STATES REPRESENTATIVE|2|Warren Rogers|Write-in|117
11/4/2014|UTAH|FOR UNITED STATES REPRESENTATIVE|3|Jason Chaffetz|Republican|102952
11/4/2014|UTAH|FOR UNITED STATES REPRESENTATIVE|3|Brian Wonnacott|Democrat|32059
11/4/2014|UTAH|FOR UNITED STATES REPRESENTATIVE|3|Zack Strong|Independent American|3192
11/4/2014|UTAH|FOR UNITED STATES REPRESENTATIVE|3|Stephen P. Tryon|Unaffiliated|2584
11/4/2014|UTAH|FOR UNITED STATES REPRESENTATIVE|3|Ben J. Mates|Unaffiliated|1513
11/4/2014|UTAH|FOR UNITED STATES REPRESENTATIVE|3|David A. Else|Write-in|280
11/4/2014|UTAH|FOR UNITED STATES REPRESENTATIVE|4|Mia B. Love|Republican|74936
11/4/2014|UTAH|FOR UNITED STATES REPRESENTATIVE|4|Doug Owens|Democrat|67425
11/4/2014|UTAH|FOR UNITED STATES REPRESENTATIVE|4|Tim Aalders|Independent American|2032
11/4/2014|UTAH|FOR UNITED STATES REPRESENTATIVE|4|Collin Robert Simonsen|Constitution|1424
11/4/2014|UTAH|FOR UNITED STATES REPRESENTATIVE|4|Jim L. Vein|Libertarian|1351
11/4/2014|VERMONT|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Mark Donka|Republican|59432
11/4/2014|VERMONT|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Peter Welch|Democrat|123349
11/4/2014|VERMONT|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Cris Ericson|Independent|2750
11/4/2014|VERMONT|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Matthew Andrews|Liberty Union|2071
11/4/2014|VERMONT|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Jerry Trudell|Energy Independence|2024
11/4/2014|VERMONT|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Randall Meyer|Independent|1685
11/4/2014|VERMONT|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Write-in||193
11/4/2014|VIRGINIA|FOR UNITED STATES SENATOR||Ed W. Gillespie|Republican|1055940
11/4/2014|VIRGINIA|FOR UNITED STATES SENATOR||Mark R. Warner|Democrat|1073667
11/4/2014|VIRGINIA|FOR UNITED STATES SENATOR||Robert C. Sarvis|Libertarian|53102
11/4/2014|VIRGINIA|FOR UNITED STATES SENATOR||Write-in||1764
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|1|Robert J. Wittman|Republican|131861
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|1|Norman G. “Norm” Mosher|Democrat|72059
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|1|Glenda Gail Parker|Independent Green|5097
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|1|Write-in||604
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|2|E. Scott Rigell|Republican|101558
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|2|Suzanne D. Patrick|Democrat|71178
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|2|Write-in||324
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|3|Robert C. “Bobby” Scott|Democrat|139197
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|3|Write-in||8205
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|4|J. Randy Forbes|Republican|120684
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|4|Elliott G. Fausz|Democrat|75270
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|4|Bo C. Brown|Libertarian|4427
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|4|Write-in||257
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|5|Robert Hurt|Republican|124735
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|5|W. Lawrence Gaughan|Democrat|73482
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|5|Paul F. Jones|Libertarian|4298
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|5|Kenneth J. Hildebrandt|Independent Green|2209
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|5|Write-in||221
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|6|Bob Goodlatte|Republican|133898
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|6|William M. “Will” Hammer|Libertarian|22161
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|6|Elaine B. Hildebrandt|Independent Green|21447
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|6|Write-in||2202
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|7|David A. Brat|Republican|148026
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|7|John K. “Jack” Trammell|Democrat|89914
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|7|James A. Carr, Jr.|Libertarian|5086
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|7|Write-in||325
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|8|Micah K. Edmond|Republican|63810
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|8|Donald S. Beyer, Jr.|Democrat|128102
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|8|Gwendolyn J. Beck|Independent.|5420
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|8|Jeffrey S. Carson|Libertarian|4409
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|8|Gerard C. “Gerry” Blais III|Independent Green|963
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|8|Write-in||372
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|9|H. Morgan Griffith|Republican|117465
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|9|William R. Carr, Jr.|Independent|39412
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|9|Write-in||5938
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|10|Barbara J. Comstock|Republican|125914
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|10|John W. Foust|Democrat|89957
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|10|William B. Redpath|Libertarian|3393
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|10|Brad A. Eickholt|Independent|2442
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|10|Dianne L. Blais|Independent Green|946
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|10|Write-in||258
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|11|Suzanne K. Scholte|Republican|75796
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|11|Gerald E. Connolly|Democrat|106780
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|11|Marc M. Harrold|Libertarian|3264
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|11|Joe F. Galdo|Green|1739
11/4/2014|VIRGINIA|FOR UNITED STATES REPRESENTATIVE|11|Write-in||226
11/4/2014|WASHINGTON|FOR UNITED STATES REPRESENTATIVE|1|Pedro Celis|Republican|101428
11/4/2014|WASHINGTON|FOR UNITED STATES REPRESENTATIVE|1|Suzan K. DelBene|Democrat|124151
11/4/2014|WASHINGTON|FOR UNITED STATES REPRESENTATIVE|2|B. J. Guillot|Republican|79518
11/4/2014|WASHINGTON|FOR UNITED STATES REPRESENTATIVE|2|Rick Larsen|Democrat|122173
11/4/2014|WASHINGTON|FOR UNITED STATES REPRESENTATIVE|3|Jaime Herrera Beutler|Republican|124796
11/4/2014|WASHINGTON|FOR UNITED STATES REPRESENTATIVE|3|Bob Dingethal|Democrat|78018
11/4/2014|WASHINGTON|FOR UNITED STATES REPRESENTATIVE|4|Dan Newhouse|Republican|77772
11/4/2014|WASHINGTON|FOR UNITED STATES REPRESENTATIVE|4|Clint Didier|Republican|75307
11/4/2014|WASHINGTON|FOR UNITED STATES REPRESENTATIVE|5|Cathy McMorris Rodgers|Republican|135470
11/4/2014|WASHINGTON|FOR UNITED STATES REPRESENTATIVE|5|Joseph “Joe” Pakootas|Democrat|87772
11/4/2014|WASHINGTON|FOR UNITED STATES REPRESENTATIVE|6|Marty McClendon|Republican|83025
11/4/2014|WASHINGTON|FOR UNITED STATES REPRESENTATIVE|6|Derek Kilmer|Democrat|141265
11/4/2014|WASHINGTON|FOR UNITED STATES REPRESENTATIVE|7|Craig Keller|Republican|47921
11/4/2014|WASHINGTON|FOR UNITED STATES REPRESENTATIVE|7|Jim McDermott|Democrat|203954
11/4/2014|WASHINGTON|FOR UNITED STATES REPRESENTATIVE|8|David G. Reichert|Republican|125741
11/4/2014|WASHINGTON|FOR UNITED STATES REPRESENTATIVE|8|Jason Ritchie|Democrat|73003
11/4/2014|WASHINGTON|FOR UNITED STATES REPRESENTATIVE|9|Doug Basler|Republican|48662
11/4/2014|WASHINGTON|FOR UNITED STATES REPRESENTATIVE|9|Adam Smith|Democrat|118132
11/4/2014|WASHINGTON|FOR UNITED STATES REPRESENTATIVE|10|Joyce McDonald|Republican|82213
11/4/2014|WASHINGTON|FOR UNITED STATES REPRESENTATIVE|10|Denny Heck|Democrat|99279
11/4/2014|WEST VIRGINIA|FOR UNITED STATES SENATOR||Shelley Moore Capito|Republican|281820
11/4/2014|WEST VIRGINIA|FOR UNITED STATES SENATOR||Natalie Tennant|Democrat|156360
11/4/2014|WEST VIRGINIA|FOR UNITED STATES SENATOR||John S. Buckley|Libertarian|7409
11/4/2014|WEST VIRGINIA|FOR UNITED STATES SENATOR||Bob Henry Baber|Mountain|5504
11/4/2014|WEST VIRGINIA|FOR UNITED STATES SENATOR||Phil Hudok|Constitution|2566
11/4/2014|WEST VIRGINIA|FOR UNITED STATES SENATOR||Alex Wolf Weinstein|Write-in|10
11/4/2014|WEST VIRGINIA|FOR UNITED STATES SENATOR||Roger Smith|Write-in|8
11/4/2014|WEST VIRGINIA|FOR UNITED STATES SENATOR||Dino Battista|Write-in|7
11/4/2014|WEST VIRGINIA|FOR UNITED STATES SENATOR||Larry Eugene Butcher|Write-in|5
11/4/2014|WEST VIRGINIA|FOR UNITED STATES REPRESENTATIVE|1|David B. McKinley|Republican|92491
11/4/2014|WEST VIRGINIA|FOR UNITED STATES REPRESENTATIVE|1|Glen B. Gainer III|Democrat|52109
11/4/2014|WEST VIRGINIA|FOR UNITED STATES REPRESENTATIVE|1|Chuck Wood|Write-in|137
11/4/2014|WEST VIRGINIA|FOR UNITED STATES REPRESENTATIVE|2|Alex X. Mooney|Republican|72619
11/4/2014|WEST VIRGINIA|FOR UNITED STATES REPRESENTATIVE|2|Nick Casey|Democrat|67687
11/4/2014|WEST VIRGINIA|FOR UNITED STATES REPRESENTATIVE|2|Davy Jones|Libertarian|7682
11/4/2014|WEST VIRGINIA|FOR UNITED STATES REPRESENTATIVE|2|Ed Rabel|Independent|6250
11/4/2014|WEST VIRGINIA|FOR UNITED STATES REPRESENTATIVE|2|Robert Fluharty|Write-in|9
11/4/2014|WEST VIRGINIA|FOR UNITED STATES REPRESENTATIVE|2|Liz Sullivan|Write-in|3
11/4/2014|WEST VIRGINIA|FOR UNITED STATES REPRESENTATIVE|3|Evan Jenkins|Republican|77713
11/4/2014|WEST VIRGINIA|FOR UNITED STATES REPRESENTATIVE|3|Nick J. Rahall II|Democrat|62688
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|1|Paul Ryan|Republican|182316
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|1|Rob Zerban|Democrat|105552
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|1|Keith R. Deschler|Write-in (Independent)|29
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|1|Scattering||273
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|2|Peter Theron|Republican|103619
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|2|Mark Pocan|Democrat|224920
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|2|Scattering||308
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|3|Tony Kurtz|Republican|119540
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|3|Ron Kind|Democrat|155368
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|3|Ken Van Doren|Write-in (Independent)|128
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|3|Scattering||125
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|4|Dan Sebring|Republican|68490
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|4|Gwen Moore|Democrat|179045
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|4|Robert R. Raymond|Independent|7002
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|4|Scattering||355
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|5|F. James Sensenbrenner, Jr.|Republican|231160
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|5|Chris Rockwood|Democrat|101190
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|5|Scattering||476
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|6|Glenn Grothman|Republican|169767
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|6|Mark L. Harris|Democrat|122212
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|6|Gus Fahrendorf|Libertarian|6865
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|6|Scattering||189
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|7|Sean P. Duffy|Republican|169891
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|7|Kelly Westlund|Democrat|112949
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|7|Lawrence Dale|Green|3686
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|7|Rob Taylor|Write-in (Independent)|30
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|7|John Schiess|Write-in (Republican)|5
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|7|Scattering||42
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|8|Reid J. Ribble|Republican|188553
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|8|Ron Gruett|Democrat|101345
11/4/2014|WISCONSIN|FOR UNITED STATES REPRESENTATIVE|8|Scattering||150
11/4/2014|WYOMING|FOR UNITED STATES SENATOR||Michael B. Enzi|Republican|121554
11/4/2014|WYOMING|FOR UNITED STATES SENATOR||Charlie Hardy|Democrat|29377
11/4/2014|WYOMING|FOR UNITED STATES SENATOR||Curt Gottshall|Independent|13311
11/4/2014|WYOMING|FOR UNITED STATES SENATOR||Joseph S. Porambo|Libertarian|3677
11/4/2014|WYOMING|FOR UNITED STATES SENATOR||Under Votes||2633
11/4/2014|WYOMING|FOR UNITED STATES SENATOR||Write-in||471
11/4/2014|WYOMING|FOR UNITED STATES SENATOR||Over Votes||130
11/4/2014|WYOMING|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Cynthia M. Lummis|Republican|113038
11/4/2014|WYOMING|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Richard Grayson|Democrat|37803
11/4/2014|WYOMING|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Richard Brubaker|Libertarian|7112
11/4/2014|WYOMING|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Daniel Clyde Cummings|Constitution|6749
11/4/2014|WYOMING|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Under Votes||5683
11/4/2014|WYOMING|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Write-in||398
11/4/2014|WYOMING|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Over Votes||370
11/4/2014|AMERICAN SAMOA|FOR DELEGATE||Aumua Amata|Republican|4306
11/4/2014|AMERICAN SAMOA|FOR DELEGATE||Eni F. H. Faleomavaega|Democrat|3157
11/4/2014|AMERICAN SAMOA|FOR DELEGATE||Togiola Tulafono|Democrat|1130
11/4/2014|AMERICAN SAMOA|FOR DELEGATE||Mapu J. Jamias|Democrat|652
11/4/2014|AMERICAN SAMOA|FOR DELEGATE||Meleagi Suitonu-Chapman|Democrat|229
11/4/2014|AMERICAN SAMOA|FOR DELEGATE||Tuā’au Kereti Māta’utia, Jr.|Democrat|160
11/4/2014|AMERICAN SAMOA|FOR DELEGATE||Rosie Fuala’au Tago Lancaster|Independent|268
11/4/2014|AMERICAN SAMOA|FOR DELEGATE||Tuika Tuika|Independent|201
11/4/2014|AMERICAN SAMOA|FOR DELEGATE||Mark Ude|Independent.|143
11/4/2014|DISTRICT OF COLUMBIA|FOR DELEGATE||Nelson F. Rimensnyder|Republican|11673
11/4/2014|DISTRICT OF COLUMBIA|FOR DELEGATE||Eleanor Holmes Norton|Democrat|143923
11/4/2014|DISTRICT OF COLUMBIA|FOR DELEGATE||Timothy J. Krepp|Independent|9101
11/4/2014|DISTRICT OF COLUMBIA|FOR DELEGATE||Natale “Lino” Stracuzzi|D.C. Statehood Green|6073
11/4/2014|DISTRICT OF COLUMBIA|FOR DELEGATE||Write-in||1123
11/4/2014|GUAM|FOR DELEGATE||Margaret McDonald Glover Metcalfe|Republican|14956
11/4/2014|GUAM|FOR DELEGATE||Madeleine Z. Bordallo|Democrat|20693
11/4/2014|GUAM|FOR DELEGATE||Under Votes||1444
